Hotel_Address;Additional_Number_of_Scoring;Review_Date;Average_Score;Hotel_Name;Reviewer_Nationality;Negative_Review;Review_Total_Negative_Word_Counts;Total_Number_of_Reviews;Positive_Review;Review_Total_Positive_Word_Counts;Total_Number_of_Reviews_Reviewer_Has_Given;Reviewer_Score;Tags;days_since_review;lat;lng
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/17/2016;8.5;K K Hotel George; Nigeria ; Very small room;4;1831; Very clean and easily accessible to the Earls Court Tube Station;12;15;7.9;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 4 nights '];533 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/16/2016;8.5;K K Hotel George; United Kingdom ; N A;3;1831; The hotel was beautiful exactly like the pictures excellent staff and fast private cab pick up would recommend;19;2;9.6;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];534 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/16/2016;8.5;K K Hotel George; United Kingdom ; Room hot to sleep in;6;1831; Location breakfast staff helpful;5;1;9.2;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device '];534 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/14/2016;8.5;K K Hotel George; Singapore ; Breakfast choices can be better;6;1831; Cleanliness;2;3;8.3;[' Leisure trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];536 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/11/2016;8.5;K K Hotel George; United Kingdom ; Breakfast was average and the staff seemed a bit grumpy and not particularly helpful;15;1831; The room was spacious and the beds comfortable;9;3;6.7;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];539 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/11/2016;8.5;K K Hotel George; Ireland ; staff could be more friendly;6;1831;No Positive;0;16;7.1;[' Leisure trip ', ' Group ', ' Classic Triple Room ', ' Stayed 1 night '];539 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/9/2016;8.5;K K Hotel George; Slovakia ;No Negative;0;1831; great place good stuff lovely hotel in general;9;54;9.6;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];541 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/9/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Staff very very polite m;6;4;10;[' Business trip ', ' Group ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];541 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/9/2016;8.5;K K Hotel George; United Kingdom ; Was put on hold forever when trying to phone reception desk ;13;1831; The location the room and the service ;9;1;7.5;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];541 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/8/2016;8.5;K K Hotel George; United Kingdom ; Upgraded to executive king size room not an executive room in my opinion Very basic Appears to be more suited to business clients ;25;1831; Great location;3;1;7.5;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];542 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/7/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; From now on this will be our choice hotel when visiting London great place great location ;18;3;9.6;[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 2 nights '];543 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/7/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Super hotel for the money Should be full every day in London ;14;1;10;[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 1 night '];543 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/6/2016;8.5;K K Hotel George; Netherlands ;No Negative;0;1831; Fine bed Well equipped bathroom Lovely staff Great service ;11;1;9.2;[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 2 nights '];544 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/4/2016;8.5;K K Hotel George; United Kingdom ; Loved it all ;5;1831; We enjoyed the little extras eg tissue box set in marble under the sink Washing line discreetly fixed over bath etc;22;21;10;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];546 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/30/2016;8.5;K K Hotel George; United States of America ; Staff attitude and guiding tourist could have been better;10;1831; I liked the room ;6;21;5.4;[' Leisure trip ', ' Family with older children ', ' Classic Twin Room ', ' Stayed 2 nights '];551 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/26/2016;8.5;K K Hotel George; Ireland ;No Negative;0;1831; really comfie bed lovely thick towels slippers supplied;9;16;9.6;[' Leisure trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device '];555 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/26/2016;8.5;K K Hotel George; Greece ;No Negative;0;1831; Location cleanliness friendly staff A nice quiet hotel ;10;5;8.8;[' Couple ', ' Classic Double Room ', ' Stayed 3 nights '];555 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/26/2016;8.5;K K Hotel George; Greece ;No Negative;0;1831; Good location nice neighbourhood ;6;1;7.9;[' Business trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 3 nights '];555 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/24/2016;8.5;K K Hotel George; United Kingdom ;Water temperature quite low On 2nd floor room Mornings in particular;13;1831;No Positive;0;2;8.8;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device '];557 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/24/2016;8.5;K K Hotel George; Saudi Arabia ; Nothing really the room a bit small but this is London;12;1831; location all staff reception breakfast dinner staff are friendly ;11;6;8.8;[' Leisure trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device '];557 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/23/2016;8.5;K K Hotel George; Russia ;No Negative;0;1831; Great location ;4;20;10;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];558 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/23/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Good hotel in excellent location for transport access good meals too ;13;17;8.8;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights '];558 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/21/2016;8.5;K K Hotel George; United Kingdom ; Nothing;2;1831; Breakfast lovely as usual Check in and out very smooth and hassle free ;15;3;10;[' Business trip ', ' Group ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];560 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/19/2016;8.5;K K Hotel George; United Kingdom ; Breakfast not quite as good as it used to be It used to be what set this hotel apart from its competitors ;24;1831; Good attentive staff;4;1;7.5;[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 1 night '];562 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/18/2016;8.5;K K Hotel George; United Kingdom ; During previous stays it was nice to have a glass of champagne from the breakfast buffet We missed it this time ;23;1831; Good location and private parking;6;7;9.2;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];563 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/18/2016;8.5;K K Hotel George; South Africa ; toilet to small a bit cramped to put your cosmetic bag no space;14;1831; everything except toilet;4;1;9.2;[' Leisure trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 3 nights '];563 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/17/2016;8.5;K K Hotel George; United States of America ;No Negative;0;1831; Very good location near Earls Court metro stop;9;9;10;[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 7 nights '];564 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/17/2016;8.5;K K Hotel George; United Kingdom ; nothing;2;1831; friendly polite efficient staff Excellent breakfast Lovely bathroom small but very good ;14;18;7.9;[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night '];564 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/17/2016;8.5;K K Hotel George; United Kingdom ; Nothing top quality;4;1831; Very friendly and efficient staff convenient location good rooms and public areas;13;5;10;[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];564 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/15/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Great hotel and staff;5;1;9.2;[' Leisure trip ', ' Family with older children ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];566 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/14/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Close underground Very helpful staff;6;5;9.6;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];567 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/14/2016;8.5;K K Hotel George; Belgium ; a bigger room would have been nicer ;9;1831; everything;2;11;9.6;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night '];567 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/12/2016;8.5;K K Hotel George; United Kingdom ; Room was very small and smelt very badly of stale cigarette smoke ;14;1831; Location;2;6;6.7;[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];569 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/12/2016;8.5;K K Hotel George; United Kingdom ; we were charged for breakfast when we booked you told us it was included;15;1831; staff were sweet;4;3;5;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 1 night '];569 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/12/2016;8.5;K K Hotel George; United Kingdom ; Not applicable Everything was fine ;7;1831; General approach is friendly but also efficient ;9;2;9.6;[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device '];569 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/11/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; close to station but very quiet Good value for money at last minute rate ;16;7;8.8;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night '];570 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/10/2016;8.5;K K Hotel George; United Kingdom ; Room was tiny ;5;1831; Lovely staff very helpful Clean and functional ;9;3;8.3;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];571 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/10/2016;8.5;K K Hotel George; France ;No Negative;0;1831; Perfect location Close to earl s court underground Safe environment Quiet environment Great service Efficient and pleasant staff ;20;1;7.5;[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];571 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/7/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Well appointed very convenient location and very helpful being able to book to leave the car;17;11;10;[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device '];574 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/7/2016;8.5;K K Hotel George; United States of America ;No Negative;0;1831; Everything was splendid;4;1;9.6;[' Leisure trip ', ' Solo traveler ', ' Executive King Room ', ' Stayed 6 nights ', ' Submitted from a mobile device '];574 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/30/2015;8.5;K K Hotel George; Singapore ;No Negative;0;1831; Excellent location close to the famous spots but quieter than living right around them ;16;9;9.2;[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights '];582 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/29/2015;8.5;K K Hotel George; Denmark ; Replace carpets in hallways and rooms please ;9;1831; Reception staff really professional and friendly ;8;5;9.6;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights '];583 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/27/2015;8.5;K K Hotel George; Turkey ;No Negative;0;1831; Great location clean rooms and helpful staffs but tiny rooms like all hotels in London ;17;3;8.8;[' Leisure trip ', ' Family with older children ', ' Classic Double Room ', ' Stayed 2 nights '];585 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/22/2015;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Staff were brilliant and nothing was too much trouble Special mentions for Vlad on reception and Reghina in the restaurant ;22;4;10;[' Leisure trip ', ' Group ', ' Classic Triple Room ', ' Stayed 1 night '];590 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/22/2015;8.5;K K Hotel George; Kuwait ; The room is so small for a family with kids no space to move ;16;1831; Room service cleanliness;4;5;7.1;[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 8 nights ', ' Submitted from a mobile device '];590 day;51.4918878;-0.1949706
